NominalReturn_BCOMTR,Long_Nominal_Returns,Short_Nominal_Returns,Close,SMA,Buy,L_Strategy_Return,L_Strategy_Balance,L_Strategy_Peak,L_Strategy_DD,L_momentum_signal,LS_Strategy_Return,LS_Strategy_Balance,LS_Strategy_Peak,LS_Strategy_DD,LS_momentum_signal,log_Strategy_Returns,expanding_volatility,momentum_z_score,normalized_momentum_z_score,absolute_normalized_momentum_z_score,Z_Long_Nominal_Returns,Z_Short_Nominal_Returns,Z_Strategy_Return,Z_Strategy_Balance,Z_Strategy_Peak,Z_Strategy_DD
-0.0006,0.9994,1.0006,82.98,85.0463,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,1.0006,135.38120348319276,200.7531772602738,-65.37197377708102,-1,0.0,0.006523005207815242,-316.7711712884048,-0.039985704307214556,0.039985704307214556,0.9999764865474394,1.0000235134525606,1.0000235134525606,109.84178101351891,130.75207614229305,-20.910295128774138
0.0035,1.0035,0.9965,83.27,85.02896666666666,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,0.9965,134.90736927100158,200.7531772602738,-65.8458079892722,-1,0.0,0.006521745873187421,-269.70794337421694,-0.03403415728212443,0.03403415728212443,1.0001399499650752,0.9998600500349247,0.9998600500349247,109.82640866010227,130.75207614229305,-20.925667482190775
0.0029,1.0029,0.9971,83.51,85.01656666666668,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,0.9971,134.5161379001157,200.7531772602738,-66.2370393601581,-1,0.0,0.006520487267661405,-231.05123970390125,-0.029145687027845493,0.029145687027845493,1.0000986990561183,0.9999013009438819,0.9999013009438819,109.81556889723068,130.75207614229305,-20.936507245062373
-0.0026,0.9974,1.0026,83.29,84.99846666666666,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,1.0026,134.865879858656,200.7531772602738,-65.88729740161779,-1,0.0,0.006519229390533934,-262.06573880455625,-0.03306773526035778,0.03306773526035778,0.9999242212137276,1.0000757787862724,1.0000757787862724,109.82389058775553,130.75207614229305,-20.92818555453752
0.0016,1.0016,0.9984,83.42,84.97836666666667,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,0.9984,134.65009445088214,200.7531772602738,-66.10308280939165,-1,0.0,0.006517972241102695,-239.08765011908534,-0.030161959744755194,0.030161959744755194,1.0000529083764165,0.9999470916235834,0.9999470916235834,109.81807998401278,130.75207614229305,-20.933996158280266
0.001,1.001,0.999,83.5,84.96143333333333,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,0.999,134.51544435643126,200.7531772602738,-66.23773290384253,-1,0.0,0.006516715818666326,-224.2591780889443,-0.02828677284175458,0.02828677284175458,1.0000301619597447,0.9999698380402553,0.9999698380402553,109.81476765550507,130.75207614229305,-20.937308486787984
-0.0051,0.9949,1.0051,83.07,84.94493333333334,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,1.0051,135.20147312264908,200.7531772602738,-65.55170413762471,-1,0.0,0.006515460122524408,-287.76683427952656,-0.036317858235231426,0.036317858235231426,0.9998557374585071,1.000144262541493,1.000144262541493,109.8306098129805,130.75207614229305,-20.92146632931255
0.0191,1.0191,0.9809,84.66,84.93263333333334,False,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,0,0.9809,132.61912498600648,200.7531772602738,-68.1340522742673,-1,0.0,0.006514205151977468,-41.85212577325485,-0.005219843570682858,0.005219843570682858,1.000693671092293,0.9993063289077071,0.9993063289077071,109.75442349390434,130.75207614229305,-20.99765264838871
0.0038,1.0038,0.9962,84.98,84.92603333333334,True,1.0,89.49268717801434,130.4684588541645,-40.975771676150174,1,0.9962,132.11517231105964,200.7531772602738,-68.63800494921415,1,0.0,0.006512950906326975,8.286054576926404,0.0014169765619688182,0.0014169765619688182,1.0000198354055685,0.9999801645944314,0.9999801645944314,109.75224647040139,130.75207614229305,-20.99982967189166
0.0046,1.0046,0.9954,85.37,84.92173333333334,True,1.0046,89.9043535390332,130.4684588541645,-40.564105315131314,1,1.0046,132.7229021036905,200.7531772602738,-68.03027515658329,1,0.004589452333807224,0.00651233122943328,68.83351765657628,0.01178365069434652,0.01178365069434652,1.000006518092185,0.9999934819078149,1.000006518092185,109.75296184566139,130.75207614229305,-20.99911429663166
0.0042,1.0042,0.9958,85.72,84.91313333333333,True,1.0042,90.28195182389713,130.4684588541645,-40.18650703026738,1,1.0042,133.280338292526,200.7531772602738,-67.47283896774778,1,0.004191204618468052,0.00651160724719451,123.91205980893557,0.021213959895391245,0.021213959895391245,1.0000494913329163,0.9999505086670838,1.0000494913329163,109.75839366603464,130.75207614229305,-20.993682476258414
-0.0007,0.9993,1.0007,85.66,84.901,True,0.9993,90.21875445762039,130.4684588541645,-40.24970439654412,1,0.9993,133.18704205572124,200.7531772602738,-67.56613520455255,1,-0.0007002451143934259,0.00651036779279111,116.58327519382796,0.019959157166641754,0.019959157166641754,0.9999851502280732,1.0000148497719268,0.9999851502280732,109.75676377892165,130.75207614229305,-20.995312363371397
-0.0105,0.9895,1.0105,84.76,84.88739999999999,False,0.9895,89.27145753581539,130.4684588541645,-41.19700131834912,0,0.9895,131.7885781141362,200.7531772602738,-68.9645991461376,-1,-0.010555513939516587,0.006512379993453492,-19.562740523134067,-0.002401160485061931,0.002401160485061931,0.9997904288497502,1.0002095711502497,0.9997904288497502,109.7337619276888,130.75207614229305,-21.018314214604246
0.0015,1.0015,0.9985,84.89,84.87143333333333,True,1.0,89.27145753581539,130.4684588541645,-41.19700131834912,1,0.9985,131.59089524696498,200.7531772602738,-69.16228201330881,1,0.0,0.0065111285111768705,2.8515282158539472,0.00048650051915027323,0.00048650051915027323,1.0000036017407277,0.9999963982592724,0.9999963982592724,109.73336669512928,130.75207614229305,-21.018709447163772
-0.0011,0.9989,1.0011,84.8,84.86266666666667,False,0.9989,89.17325893252598,130.4684588541645,-41.29519992163853,0,0.9989,131.44614526219334,200.7531772602738,-69.30703199808045,-1,-0.0011006054440330039,0.006509910648211543,-9.62634820247318,-0.0011446188329681957,0.0011446188329681957,0.9999994648494289,1.000000535150571,0.9999994648494289,109.73330797125543,130.75207614229305,-21.01876817103762
0.002,1.002,0.998,84.96,84.8541,True,1.0,89.17325893252598,130.4684588541645,-41.29519992163853,1,0.998,131.18325297166896,200.7531772602738,-69.56992428860482,1,0.0,0.006508660602444137,16.270628700507686,0.0027840607272639744,0.0027840607272639744,1.0000022892376659,0.999997710762334,0.999997710762334,109.7330567656336,130.75207614229305,-21.019019376659443
0.0016,1.0016,0.9984,85.1,84.85266666666666,True,1.0016,89.31593614681803,130.4684588541645,-41.15252270734648,1,1.0016,131.39314617642364,200.7531772602738,-69.36003108385015,1,0.0015987213636970735,0.006507490781551898,38.00748116839381,0.006505750369350438,0.006505750369350438,1.0000044544971636,0.9999955455028364,1.0000044544971636,109.73354557122373,130.75207614229305,-21.01853057106932
0.0012,1.0012,0.9988,85.19,84.84863333333334,True,1.0012,89.42311527019422,130.4684588541645,-41.04534358397029,1,1.0012,131.55081795183537,200.7531772602738,-69.20235930843842,1,0.001199280575482187,0.006506287620878267,52.46719582012245,0.008981480023695271,0.008981480023695271,1.0000078069004432,0.9999921930995568,1.0000078069004432,109.73440225008927,130.75207614229305,-21.017673892203774
-0.0013,0.9987,1.0013,85.08,84.8453,True,0.9987,89.30686522034297,130.4684588541645,-41.16159363382154,1,0.9987,131.37980188849798,200.7531772602738,-69.37337537177581,1,-0.0013008457330480696,0.006505086290474238,36.079459905656904,0.006175642927444972,0.006175642927444972,0.9999883240759692,1.0000116759240307,0.9999883240759692,109.73312099954504,130.75207614229305,-21.018955142748013
-0.0028,0.9972,1.0028,84.84,84.83646666666667,True,0.9972,89.056805997726,130.4684588541645,-41.41165285643851,1,0.9972,131.01193844321017,200.7531772602738,-69.74123881706362,1,-0.0028039273327342593,0.00650406358074296,0.5432501219388953,9.12871511674631e-05,9.12871511674631e-05,0.9999827081998032,1.0000172918001968,0.9999827081998032,109.73122351634174,130.75207614229305,-21.020852625951306
0.0088,1.0088,0.9912,85.59,84.83183333333334,True,1.0088,89.84050589050598,130.4684588541645,-40.62795296365853,1,1.0088,132.1648435015104,200.7531772602738,-68.58833375876338,1,0.00876150566857267,0.006505101024926548,116.54956068499007,0.01995338471460366,0.01995338471460366,1.0000008033269303,0.9999991966730697,1.0000008033269303,109.73131166638869,130.75207614229305,-21.020764475904357
-0.0095,0.9905,1.0095,84.78,84.82403333333335,False,0.9905,88.98702108454619,130.4684588541645,-41.481437769618324,0,0.9905,130.90927748824606,200.7531772602738,-69.84389977202773,-1,-0.009545412843531385,0.006506513910002268,-6.76757691482907,-0.0007831027936643507,0.0007831027936643507,0.9998104428452113,1.0001895571547887,0.9998104428452113,109.71051131115799,130.75207614229305,-21.041564831135062
0.0009,1.0009,0.9991,84.86,84.8179,True,1.0,88.98702108454619,130.4684588541645,-41.481437769618324,1,0.9991,130.79145913850664,200.7531772602738,-69.96171812176715,1,0.0,0.00650526786822583,6.471678161884326,0.0011063268981923245,0.0011063268981923245,1.0000007047925143,0.9999992952074857,0.9999992952074857,109.71043398801088,130.75207614229305,-21.041642154282172
0.0055,1.0055,0.9945,85.33,84.8139,True,1.0055,89.47644970051118,130.4684588541645,-40.99200915365333,1,1.0055,131.51081216376843,200.7531772602738,-69.24236509650535,1,0.005484930230569745,0.006504921993553151,79.33992144894081,0.013582511602446688,0.013582511602446688,1.00000608479794,0.9999939152020599,1.00000608479794,109.71110155383361,130.75207614229305,-21.040974588459434
-0.0064,0.9936,1.0064,84.78,84.81066666666666,False,0.9936,88.90380042242792,130.4684588541645,-41.56465843173659,0,0.9936,130.66914296592032,200.7531772602738,-70.08403429435347,-1,-0.006420567802922695,0.006504873441201321,-4.714414038007478,-0.0005234628166986125,0.0005234628166986125,0.9999130719257443,1.0000869280742557,0.9999130719257443,109.70156457905107,130.75207614229305,-21.050511563241983
0.0006,1.0006,0.9994,84.84,84.8096,True,1.0,88.90380042242792,130.4684588541645,-41.56465843173659,1,0.9994,130.59074148014076,200.7531772602738,-70.16243578013302,1,0.0,0.006503629144240491,4.6743132681422885,0.0007985898733414539,0.0007985898733414539,1.00000031407769,0.99999968592231,0.99999968592231,109.7015301242371,130.75207614229305,-21.050546018055954
-0.0024,0.9976,1.0024,84.64,84.80856666666666,False,0.9976,88.6904313014141,130.4684588541645,-41.778027552750416,0,0.9976,130.27732370058843,200.7531772602738,-70.47585355968536,-1,-0.002402884616310315,0.006502548922498711,-25.923167772475434,-0.003205490820055975,0.003205490820055975,0.999998083384304,1.000001916615696,0.999998083384304,109.70131986856258,130.75207614229305,-21.05075627373047
-0.0021,0.9979,1.0021,84.46,84.80796666666667,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,1.0021,130.55090608035965,200.7531772602738,-70.20227117991413,-1,0.0,0.006501306023639793,-53.52257921737817,-0.00669567205833927,0.00669567205833927,0.9999932684692778,1.0000067315307222,1.0000067315307222,109.70205832636752,130.75207614229305,-21.05001781592553
-0.0089,0.9911,1.0089,83.71,84.80726666666666,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,1.0089,131.71280914447485,200.7531772602738,-69.04036811579894,-1,0.0,0.006500063837212562,-168.80859852250518,-0.02127457358377135,0.02127457358377135,0.9999404085186808,1.0000595914813193,1.0000595914813193,109.70859563452697,130.75207614229305,-21.043480507766077
0.0004,1.0004,0.9996,83.74,84.80733333333332,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,0.9996,131.66012402081705,200.7531772602738,-69.09305323945674,-1,0.0,0.006498822362536664,-164.23488345921098,-0.020696188260771596,0.020696188260771596,1.0000085098294336,0.9999914901705665,0.9999914901705665,109.70766203309074,130.75207614229305,-21.044414109202307
0.0026,1.0026,0.9974,83.96,84.8101,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,0.9974,131.3178076983629,200.7531772602738,-69.43536956191087,-1,0.0,0.006497581598932658,-130.8332934425411,-0.01647227199945066,0.01647227199945066,1.000053810089478,0.999946189910522,0.999946189910522,109.70175865398033,130.75207614229305,-21.050317488312714
0.0075,1.0075,0.9925,84.58,84.81403333333333,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,0.9925,130.3329241406252,200.7531772602738,-70.42025311964858,-1,0.0,0.0064963415457220085,-36.02540471220228,-0.004483004940315917,0.004483004940315917,1.0001235420399959,0.9998764579600041,0.9998764579600041,109.68820587492509,130.75207614229305,-21.06387026736796
-0.0078,0.9922,1.0078,83.93,84.81286666666666,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,1.0078,131.3495209489221,200.7531772602738,-69.40365631135168,-1,0.0,0.0064951022022270875,-135.92806382075622,-0.01711654921611906,0.01711654921611906,0.9999650325614655,1.0000349674385345,1.0000349674385345,109.69204139052198,130.75207614229305,-21.06003475177107
0.0017,1.0017,0.9983,84.07,84.81676666666667,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,0.9983,131.12622676330892,200.7531772602738,-69.62695049696487,-1,0.0,0.006493863567771169,-114.99574311552391,-0.014469478529667026,0.014469478529667026,1.0000290981336675,0.9999709018663326,0.9999709018663326,109.68884955683936,130.75207614229305,-21.06322658545369
0.009,1.009,0.991,84.82,84.82373333333334,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,0.991,129.94609072243915,200.7531772602738,-70.80708653783464,-1,0.0,0.0064926256416784345,-0.5750113343017974,0.0,0.0,1.000130225306767,0.999869774693233,0.999869774693233,109.6745652927569,130.75207614229305,-21.077510849536154
-0.0006,0.9994,1.0006,84.77,84.8278,False,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,0,1.0006,130.0240583768726,200.7531772602738,-70.72911888340118,-1,0.0,0.006491388423273963,-8.904104365834357,-0.0010532849328546078,0.0010532849328546078,1.0,1.0,1.0,109.6745652927569,130.75207614229305,-21.077510849536154
0.0042,1.0042,0.9958,85.13,84.83186666666667,True,1.0,88.6904313014141,130.4684588541645,-41.778027552750416,1,0.9958,129.47795733168974,200.7531772602738,-71.27521992858405,1,0.0,0.006490151911883735,45.93626426331115,0.007863282236592935,0.007863282236592935,1.000004423796718,0.999995576203282,0.999995576203282,109.67408011477491,130.75207614229305,-21.07799602751814
0.009,1.009,0.991,85.89,84.83866666666667,True,1.009,89.48864518312682,130.4684588541645,-40.97981367103769,1,1.009,130.64325894767495,200.7531772602738,-70.10991831259884,1,0.008959741371471801,0.006491294356145687,161.9605082826006,0.027728450288657946,0.027728450288657946,1.0000707695401294,0.9999292304598707,1.0000707695401294,109.68184169898873,130.75207614229305,-21.070234443304315
0.0012,1.0012,0.9988,85.99,84.84423333333334,True,1.0012,89.59603155734658,130.4684588541645,-40.87242729681793,1,1.0012,130.80003085841216,200.7531772602738,-69.95314640186163,1,0.001199280575482187,0.006490103931298565,176.5405729700557,0.030224785754357004,0.030224785754357004,1.0000332741403464,0.9999667258596536,1.0000332741403464,109.68549126798288,130.75207614229305,-21.066584874310166
-0.0059,0.9941,1.0059,85.49,84.85003333333333,True,0.9941,89.06741497115823,130.4684588541645,-41.40104388300628,1,0.9941,130.02831067634753,200.7531772602738,-70.72486658392626,1,-0.005917473764037623,0.006489880807127686,98.609926081201,0.016881838252834323,0.016881838252834323,0.9998216737640493,1.0001783262359507,0.9998216737640493,109.66593146718667,130.75207614229305,-21.086144675106382
-0.0021,0.9979,1.0021,85.31,84.85696666666666,True,0.9979,88.8803733997188,130.4684588541645,-41.588085454445704,1,0.9979,129.7552512239272,200.7531772602738,-70.9979260363466,1,-0.0021022080918701985,0.006488770516101405,69.81805446951293,0.01195221881911861,0.01195221881911861,0.9999645481396691,1.000035451860331,0.9999645481396691,109.66204360590122,130.75207614229305,-21.09003253639183
0.001,1.001,0.999,85.39,84.86170000000001,True,1.001,88.96925377311852,130.4684588541645,-41.499205081045986,1,1.001,129.8850064751511,200.7531772602738,-70.86817078512269,1,0.0009995003330834232,0.006487568739721044,81.43266317401725,0.013940821767788512,0.013940821767788512,1.0000119522188191,0.9999880477811809,1.0000119522188191,109.66335431064253,130.75207614229305,-21.088721831650517
-0.0015,0.9985,1.0015,85.27,84.86573333333334,True,0.9985,88.83579989245885,130.4684588541645,-41.63265896170566,1,0.9985,129.6901789654384,200.7531772602738,-71.06299829483538,1,-0.0015011261262670914,0.006486397860818696,62.325296002677234,0.010669341198364813,0.010669341198364813,0.9999790887673483,1.0000209112326517,0.9999790887673483,109.66106111472718,130.75207614229305,-21.091015027565874
0.004,1.004,0.996,85.61,84.86696666666667,True,1.004,89.19114309202868,130.4684588541645,-41.27731576213583,1,1.004,130.20893968130014,200.7531772602738,-70.54423757897365,1,0.003992021269537457,0.006485642724079847,114.56587495555385,0.019613746644036423,0.019613746644036423,1.0000426773647935,0.9999573226352065,1.0000426773647935,109.665741159836,130.75207614229305,-21.086334982457046
0.005,1.005,0.995,86.04,84.86803333333333,True,1.005,89.63709880748881,130.4684588541645,-40.8313600466757,1,1.005,130.85998437970662,200.7531772602738,-69.89319288056717,1,0.004987541511038968,0.006485151909371828,180.71537614609204,0.030939577454809443,0.030939577454809443,1.0000980687332202,0.9999019312667798,1.0000980687332202,109.67649594014921,130.75207614229305,-21.07558020214384
-0.0017,0.9983,1.0017,85.89,84.8681,True,0.9983,89.48471573951608,130.4684588541645,-40.98374311464843,1,0.9983,130.63752240626113,200.7531772602738,-70.11565485401266,1,-0.0017014466397575704,0.006484001380426151,157.6032977236719,0.026982427586911568,0.026982427586911568,0.9999474027183268,1.0000525972816732,0.9999474027183268,109.67072725459931,130.75207614229305,-21.081348887693736
0.0003,1.0003,0.9997,85.92,84.86536666666667,True,1.0003,89.51156115423792,130.4684588541645,-40.956897699926586,1,1.0003,130.676713662983,200.7531772602738,-70.0764635972908,1,0.00029995500899794244,0.006482774327545797,162.68240726074814,0.02785205070199165,0.02785205070199165,1.0000080947282761,0.9999919052717239,1.0000080947282761,109.67161500933629,130.75207614229305,-21.080461132956756
-0.0006,0.9994,1.0006,85.87,84.86413333333333,True,0.9994,89.45785421754539,130.4684588541645,-41.01060463661912,1,0.9994,130.5983076347852,200.7531772602738,-70.1548696254886,1,-0.0006001800720324606,0.006481553662924832,155.18912886895308,0.02656908406194038,0.02656908406194038,0.9999832887695788,1.0000167112304212,0.9999832887695788,109.66978226170721,130.75207614229305,-21.082293880585837
0.0033,1.0033,0.9967,86.15,84.86573333333334,True,1.0033,89.75306513646329,130.4684588541645,-40.71539371770122,1,1.0033,131.02928204998,200.7531772602738,-69.72389521029379,1,0.0032945669494301114,0.006480650232988651,198.16941518141584,0.03392798234858634,0.03392798234858634,1.0000876779774044,0.9999123220225956,1.0000876779774044,109.67939788639829,130.75207614229305,-21.072678255894758
0.0005,1.0005,0.9995,86.19,84.86613333333334,True,1.0005,89.79794166903152,130.4684588541645,-40.670517185132994,1,1.0005,131.09479669100497,200.7531772602738,-69.65838056926881,1,0.0004998750416509929,0.006479430343900961,204.31837312871278,0.03498078027026749,0.03498078027026749,1.0000169639911742,0.9999830360088257,1.0000169639911742,109.68125848673603,130.75207614229305,-21.070817655557022
0.0041,1.0041,0.9959,86.54,84.87103333333334,True,1.0041,90.16611322987455,130.4684588541645,-40.302345624289956,1,1.0041,131.6322853574381,200.7531772602738,-69.1208919028357,1,0.0040916179032535575,0.006478701824960546,257.6081924679141,0.044104832106032256,0.044104832106032256,1.000143421199108,0.9998565788008918,1.000143421199108,109.69698910434786,130.75207614229305,-21.055087037945185
0.0018,1.0018,0.9982,86.69,84.8765,True,1.0018,90.32841223368834,130.4684588541645,-40.14004662047617,1,1.0018,131.86922347108148,200.7531772602738,-68.8839537891923,1,0.0017983819413793973,0.006477573375962294,279.96595248611834,0.04793283084701546,0.04793283084701546,1.0000793886977908,0.9999206113022091,1.0000793886977908,109.70569780546442,130.75207614229305,-21.046378336828624
0.0021,1.0021,0.9979,86.88,84.88283333333332,True,1.0021,90.51810189937908,130.4684588541645,-39.950356954785434,1,1.0021,132.14614884037076,200.7531772602738,-68.60702841990303,1,0.00209779808214612,0.006476480273337113,308.3722303438128,0.052796430589866945,0.052796430589866945,1.0001006589447787,0.9998993410552213,1.0001006589447787,109.71674066524173,130.75207614229305,-21.03533547705132
0.0147,1.0147,0.9853,88.15,84.89513333333333,True,1.0147,91.84871799729994,130.4684588541645,-38.61974085686457,1,1.0147,134.0886972283242,200.7531772602738,-66.66448003194958,1,0.014593002302900086,0.006481505302135054,502.1775829751301,0.08597894284800124,0.08597894284800124,1.000776107529671,0.999223892470329,1.000776107529671,109.80189265380298,130.75207614229305,-20.95018348849007
-0.007,0.993,1.007,87.54,84.90806666666666,True,0.993,91.20577697131884,130.4684588541645,-39.26268188284567,1,0.993,133.15007634772593,200.7531772602738,-67.60310091254786,1,-0.007024614936964466,0.0064817056967043755,406.0556675184369,0.06952136520831295,0.06952136520831295,0.9993981474000639,1.000601852599936,0.9993981474000639,109.73580809923138,130.75207614229305,-21.01626804306167
0.0012,1.0012,0.9988,87.64,84.9243,True,1.0012,91.31522390368443,130.4684588541645,-39.15323495048008,1,1.0012,133.3098564393432,200.7531772602738,-67.44332082093058,1,0.001199280575482187,0.006480524267814026,419.05560225855663,0.07174715767488936,0.07174715767488936,1.00008342563825,0.9999165743617501,1.00008342563825,109.74496287906095,130.75207614229305,-21.0071132632321
-0.0021,0.9979,1.0021,87.46,84.94216666666667,True,0.9979,91.1234619334867,130.4684588541645,-39.344996920677815,1,0.9979,133.0299057408206,200.7531772602738,-67.72327151945319,1,-0.0021022080918701985,0.006479423806891485,388.58907958071404,0.06653081174587151,0.06653081174587151,0.9998493309688827,1.0001506690311173,0.9998493309688827,109.72842771183396,130.75207614229305,-21.02364843045909
-0.002,0.998,1.002,87.28,84.95646666666666,True,0.998,90.94121500961973,130.4684588541645,-39.527243844544785,1,0.998,132.76384592933894,200.7531772602738,-67.98933133093485,1,-0.0020020026706730793,0.006478312110588208,358.6633823238837,0.061407063600756935,0.061407063600756935,0.9998669383765083,1.0001330616234918,0.9998669383765083,109.71382706909942,130.75207614229305,-21.038249073193626
-0.0009,0.9991,1.0009,87.2,84.96916666666667,True,0.9991,90.85936791611107,130.4684588541645,-39.60909093805344,1,0.9991,132.64435846800254,200.7531772602738,-68.10881879227125,1,-0.0009004052431641551,0.0064771100754292595,344.41800546140814,0.05896803193345275,0.05896803193345275,0.9999447336427593,1.0000552663572406,0.9999447336427593,109.70776358553837,130.75207614229305,-21.044312556754676
-0.012,0.988,1.012,86.16,84.9766,True,0.988,89.76905550111773,130.4684588541645,-40.699403353046776,1,0.988,131.05262616638652,200.7531772602738,-69.70055109388727,1,-0.012072581234269249,0.006480108171917911,182.6204082716326,0.03126574879631074,0.03126574879631074,0.9992923836167986,1.0007076163832014,0.9992923836167986,109.63013257466085,130.75207614229305,-21.1219435676322
-0.0019,0.9981,1.0019,86.0,84.97943333333333,True,0.9981,89.5984942956656,130.4684588541645,-40.86996455849891,1,0.9981,130.80362617667038,200.7531772602738,-69.94955108360341,1,-0.0019018072895963312,0.006478985798557316,157.51950975010905,0.02696808177333065,0.02696808177333065,0.999940595077287,1.000059404922713,0.999940595077287,109.62362000510825,130.75207614229305,-21.1284561371848
-0.0039,0.9961,1.0039,85.66,84.98490000000001,True,0.9961,89.2490601679125,130.4684588541645,-41.219398686252006,1,0.9961,130.29349203458136,200.7531772602738,-70.45968522569243,1,-0.0039076248310170765,0.006478198428678194,104.21107155523377,0.01784084209781715,0.01784084209781715,0.999894824481084,1.000105175518916,0.999894824481084,109.61209028398878,130.75207614229305,-21.13998585830427
0.0129,1.0129,0.9871,86.77,84.99386666666666,True,1.0129,90.40037304407858,130.4684588541645,-40.06808581008593,1,1.0129,131.97427808182744,200.7531772602738,-68.77889917844635,1,0.012817503710614343,0.006481788990670419,274.018999367276,0.046914619316295085,0.046914619316295085,1.0002301468630619,0.9997698531369381,1.0002301468630619,109.63731716272129,130.75207614229305,-21.11475897957176
-0.0066,0.9934,1.0066,86.19,85.00443333333332,True,0.9934,89.80373058198765,130.4684588541645,-40.66472827217686,1,0.9934,131.10324784648736,200.7531772602738,-69.64992941378642,1,-0.0066218763088869695,0.006481827291858566,182.90624129337613,0.03131468788709957,0.03131468788709957,0.9996903635125125,1.0003096364874875,0.9996903635125125,109.60336944893747,130.75207614229305,-21.148706693355578
0.0033,1.0033,0.9967,86.47,85.0171,True,1.0033,90.10008289290822,130.4684588541645,-40.36837596125629,1,1.0033,131.5358885643808,200.7531772602738,-69.21728869589299,1,0.0032945669494301114,0.0064809289147866895,224.1808264067065,0.03838154340928899,0.03838154340928899,1.0001033384700275,0.9998966615299726,1.0001033384700275,109.6146956934462,130.75207614229305,-21.137380448846855
0.0066,1.0066,0.9934,87.04,85.0303,True,1.0066,90.6947434400014,130.4684588541645,-39.77371541416311,1,1.0066,132.4040254289057,200.7531772602738,-68.34915183136809,1,0.006578315360122507,0.006480980472562662,310.0919696499793,0.05309087689814937,0.05309087689814937,1.0002533181865012,0.9997466818134987,1.0002533181865012,109.64246308937314,130.75207614229305,-21.10961305291991
-0.0005,0.9995,1.0005,87.0,85.04283333333333,True,0.9995,90.6493960682814,130.4684588541645,-39.819062785883105,1,0.9995,132.33782341619124,200.7531772602738,-68.41535384408255,1,-0.0005001250416822429,0.0064797660710143624,302.0427967950215,0.05171273241812782,0.05171273241812782,0.999973454561551,1.0000265454384492,0.999973454561551,109.6395525821178,130.75207614229305,-21.112523560175248
-0.0011,0.9989,1.0011,86.9,85.0538,True,0.9989,90.5496817326063,130.4684588541645,-39.91877712155821,1,0.9989,132.19225181043345,200.7531772602738,-68.56092544984034,1,-0.0011006054440330039,0.006478578982541332,284.9698992595761,0.048789584919567745,0.048789584919567745,0.99994311599434,1.0000568840056598,0.99994311599434,109.63331584518816,130.75207614229305,-21.118760297104885
-0.0021,0.9979,1.0021,86.72,85.0619,True,0.9979,90.35952740096783,130.4684588541645,-40.108931453196675,1,0.9979,131.91464808163153,200.7531772602738,-68.83852917864226,1,-0.0021022080918701985,0.006477483534056931,255.97903742744296,0.043825895243005196,0.043825895243005196,0.9998975418716689,1.000102458128331,0.9998975418716689,109.62208302084393,130.75207614229305,-21.129993121449118
-0.0033,0.9967,1.0033,86.44,85.067,True,0.9967,90.06134096054464,130.4684588541645,-40.40711789361987,1,0.9967,131.47932974296214,200.7531772602738,-69.27384751731165,1,-0.0033054570087264813,0.006476574886756898,211.99476945869537,0.03629509956980981,0.03629509956980981,0.9998553745456981,1.0001446254543018,0.9998553745456981,109.6062288772855,130.75207614229305,-21.145847265007546
-0.0085,0.9915,1.0085,85.7,85.06763333333333,True,0.9915,89.29581956238002,130.4684588541645,-41.17263929178449,1,0.9915,130.36175544014696,200.7531772602738,-70.39142182012682,1,-0.008536331022286335,0.006477452385090555,97.62583019864671,0.0167133456222507,0.0167133456222507,0.9996914916536567,1.0003085083463434,0.9996914916536567,109.57241444086566,130.75207614229305,-21.179661701427392
0.0091,1.0091,0.9909,86.48,85.07483333333333,True,1.0091,90.1084115203977,130.4684588541645,-40.360047333766815,1,1.0091,131.5480474146523,200.7531772602738,-69.20512984562149,1,0.009058844488346146,0.006478637622848648,216.89230799249788,0.03713363488488823,0.03713363488488823,1.0001520914451625,0.9998479085548375,1.0001520914451625,109.58907946772791,130.75207614229305,-21.162996674565136
-0.0085,0.9915,1.0085,85.75,85.0778,True,0.9915,89.34249002247432,130.4684588541645,-41.12596883169019,1,0.9915,130.42988901162778,200.7531772602738,-70.32328824864601,1,-0.008536331022286335,0.00647951351951728,103.74235627030255,0.01776059069878901,0.01776059069878901,0.9996843641034785,1.0003156358965215,0.9996843641034785,109.55448922038116,130.75207614229305,-21.197586921911892
