Date1,L_ETR,L_ETR/L_ETL,L_ETR_Z,L_ETL_Z,L_ETR - min,L_ETR - SMA,Date2,L_momentum_signal,LS_momentum_signal,LS_momentum_Z_signal
5/9/2008 0:00,0.980888893,7.72358296,-0.462660976,1.777189599,,,5/22/2008,,,
5/12/2008 0:00,0.980731824,7.726464279,-0.463696128,1.75751998,,,5/23/2008,,,
5/13/2008 0:00,0.980775183,7.733007032,-0.462034957,1.735527104,,,5/27/2008,,,
5/14/2008 0:00,0.983525773,7.786666736,-0.423847077,1.67994196,,,5/28/2008,,,
5/15/2008 0:00,0.984348267,7.780178675,-0.411779793,1.684919746,,,5/29/2008,,,
5/16/2008 0:00,0.983354526,7.744437622,-0.424325014,1.7095529,,,5/30/2008,,,
5/19/2008 0:00,0.983694324,7.735743371,-0.418774285,1.711994047,,,6/2/2008,,,
5/20/2008 0:00,0.983873424,7.746740006,-0.415418437,1.686785691,,,6/3/2008,,,
5/21/2008 0:00,0.978800855,7.661300952,-0.483505352,1.734994099,,,6/4/2008,,,
5/22/2008 0:00,0.973906568,7.577505203,-0.549039396,1.783102029,,,6/5/2008,,,
5/23/2008 0:00,0.971710779,7.544450949,-0.57764457,1.790877762,,,6/6/2008,,,
5/26/2008 0:00,0.971710779,7.544450949,-0.576220578,1.77700835,,,6/9/2008,,,
5/27/2008 0:00,0.97070624,7.494366776,-0.588532723,1.82052935,,,6/10/2008,,,
5/28/2008 0:00,0.964069351,7.334179855,-0.677842491,1.956365334,,,6/11/2008,,,
5/29/2008 0:00,0.963184241,7.291917602,-0.688146056,1.988840809,,,6/12/2008,,,
5/30/2008 0:00,0.966520002,7.32381887,-0.640599099,1.9617515,,,6/13/2008,,,
6/2/2008 0:00,0.964218591,7.195553258,-0.670525004,2.100270206,,,6/16/2008,,,
6/3/2008 0:00,0.967398033,7.198695289,-0.625111606,2.108980265,,,6/17/2008,,,
6/4/2008 0:00,0.977832819,7.307822199,-0.480020432,2.044679653,,,6/18/2008,,,
6/5/2008 0:00,0.973956166,7.227663268,-0.532371182,2.096989055,,,6/19/2008,,,
6/6/2008 0:00,0.966001219,6.888665728,-0.640839632,2.483720558,,,6/20/2008,,,
6/9/2008 0:00,0.985009818,5.080423773,-0.37672319,6.089772441,,,6/23/2008,,,
6/10/2008 0:00,0.989653044,4.99459579,-0.311687635,5.959931892,,,6/24/2008,,,
6/11/2008 0:00,0.988249362,4.840596975,-0.330545736,5.93428368,,,6/25/2008,,,
